relativ url;event titel;Fråga/KPI;Action;Template
/en/content/categories/culture/wildlife/events/hermanus-whale-festival.html;Hermanus Whale Festival;What is the schedule?;;
/en/content/categories/culture/wildlife/events/hermanus-whale-festival.html;Hermanus Whale Festival;When is the event?;;
/en/content/categories/culture/wildlife/events/hermanus-whale-festival.html;Hermanus Whale Festival;Where is it held?;;
/en/content/categories/culture/wildlife/events/kwita-izina.html;Kwita Izina;How do I buy tickets?;Remove;
/en/content/categories/culture/wildlife/events/kwita-izina.html;Kwita Izina;How do I get there?;Remove;
/en/content/categories/culture/wildlife/events/kwita-izina.html;Kwita Izina;What happened last edition?;;
/en/content/categories/culture/wildlife/events/kwita-izina.html;Kwita Izina;What is the schedule?;;
/en/content/categories/culture/wildlife/events/kwita-izina.html;Kwita Izina;When is the event?;;
/en/content/categories/culture/wildlife/events/kwita-izina.html;Kwita Izina;Where is it held?;;
/en/content/categories/culture/winter/events/jul-i-vinterland.html;Jul i Vinterland;How do I buy tickets?;Remove;
/en/content/categories/culture/winter/events/jul-i-vinterland.html;Jul i Vinterland;How do I get there?;Remove;
/en/content/categories/culture/winter/events/jul-i-vinterland.html;Jul i Vinterland;What is new this year?;;
/en/content/categories/culture/winter/events/jul-i-vinterland.html;Jul i Vinterland;What is the schedule?;;
/en/content/categories/culture/winter/events/jul-i-vinterland.html;Jul i Vinterland;When is the event?;;
/en/content/categories/culture/winter/events/jul-i-vinterland.html;Jul i Vinterland;Where is it held?;;
/en/content/categories/culture/winter/events/queenstown-winter-festival.html;Queenstown Winter Festival;Can I watch on TV or streaming?;Remove;
/en/content/categories/culture/winter/events/queenstown-winter-festival.html;Queenstown Winter Festival;How do I buy tickets?;Remove;
/en/content/categories/culture/winter/events/queenstown-winter-festival.html;Queenstown Winter Festival;What is new this year?;;
/en/content/categories/culture/winter/events/queenstown-winter-festival.html;Queenstown Winter Festival;What is the schedule?;;
/en/content/categories/culture/winter/events/queenstown-winter-festival.html;Queenstown Winter Festival;When is the event?;;
/en/content/categories/culture/winter/events/queenstown-winter-festival.html;Queenstown Winter Festival;Where is it held?;;
/en/content/categories/music/music-festivals/events/festa-junina.html;Festa Junina;Can I watch on TV or streaming?;Remove;
/en/content/categories/music/music-festivals/events/festa-junina.html;Festa Junina;How do I buy tickets?;Remove;
/en/content/categories/music/music-festivals/events/festa-junina.html;Festa Junina;What is new this year?;;
/en/content/categories/music/music-festivals/events/festa-junina.html;Festa Junina;What is the schedule?;;
/en/content/categories/music/music-festivals/events/festa-junina.html;Festa Junina;When is the event?;;
/en/content/categories/music/music-festivals/events/festa-junina.html;Festa Junina;Where is it held?;;
/en/content/categories/music/music-festivals/events/glastonbury-festival.html;Glastonbury Festival;Can I watch on TV or streaming?;Remove;
/en/content/categories/music/music-festivals/events/glastonbury-festival.html;Glastonbury Festival;How do I buy tickets?;Remove;
/en/content/categories/music/music-festivals/events/glastonbury-festival.html;Glastonbury Festival;What is new this year?;;
/en/content/categories/music/music-festivals/events/glastonbury-festival.html;Glastonbury Festival;What is the schedule?;;
/en/content/categories/music/music-festivals/events/glastonbury-festival.html;Glastonbury Festival;When is the event?;;
/en/content/categories/music/music-festivals/events/glastonbury-festival.html;Glastonbury Festival;Where is it held?;;
/en/content/categories/music/song-contests/events/eurovision-song-contest.html;Eurovision Song Contest;Can I watch on TV or streaming?;Remove;
/en/content/categories/music/song-contests/events/eurovision-song-contest.html;Eurovision Song Contest;How do I buy tickets?;Remove;
/en/content/categories/music/song-contests/events/eurovision-song-contest.html;Eurovision Song Contest;What happened last edition?;;
/en/content/categories/music/song-contests/events/eurovision-song-contest.html;Eurovision Song Contest;What is the schedule?;;
/en/content/categories/music/song-contests/events/eurovision-song-contest.html;Eurovision Song Contest;When is the event?;;
/en/content/categories/music/song-contests/events/eurovision-song-contest.html;Eurovision Song Contest;Where is it held?;;
/en/content/categories/music/song-contests/events/eurovision-song-contest.html;Eurovision Song Contest;Who is participating?;;
/en/content/categories/music/world-music/events/fes-festival-of-world-sacred-music.html;Fes Festival of World Sacred Music;Can I watch on TV or streaming?;Remove;
/en/content/categories/music/world-music/events/fes-festival-of-world-sacred-music.html;Fes Festival of World Sacred Music;How do I buy tickets?;Remove;
/en/content/categories/music/world-music/events/fes-festival-of-world-sacred-music.html;Fes Festival of World Sacred Music;What is new this year?;;
/en/content/categories/music/world-music/events/fes-festival-of-world-sacred-music.html;Fes Festival of World Sacred Music;What is the schedule?;;
/en/content/categories/music/world-music/events/fes-festival-of-world-sacred-music.html;Fes Festival of World Sacred Music;When is the event?;;
/en/content/categories/music/world-music/events/fes-festival-of-world-sacred-music.html;Fes Festival of World Sacred Music;Where is it held?;;
/en/content/categories/sport/american-football/events/super-bowl.html;Super Bowl;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/american-football/events/super-bowl.html;Super Bowl;How do I get there?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/american-football/events/super-bowl.html;Super Bowl;What happened last edition?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/american-football/events/super-bowl.html;Super Bowl;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/american-football/events/super-bowl.html;Super Bowl;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/american-football/events/super-bowl.html;Super Bowl;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/aussie-rules/events/afl-grand-final.html;AFL Grand Final;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/aussie-rules/events/afl-grand-final.html;AFL Grand Final;How do I get there?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/aussie-rules/events/afl-grand-final.html;AFL Grand Final;What happened last edition?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/aussie-rules/events/afl-grand-final.html;AFL Grand Final;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/aussie-rules/events/afl-grand-final.html;AFL Grand Final;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/aussie-rules/events/afl-grand-final.html;AFL Grand Final;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/baseball/events/world-series.html;World Series;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/baseball/events/world-series.html;World Series;How do I get there?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/baseball/events/world-series.html;World Series;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/baseball/events/world-series.html;World Series;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/baseball/events/world-series.html;World Series;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/baseball/events/world-series.html;World Series;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/basketball/events/nba-finals.html;NBA Finals;Can I watch on TV or streaming?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/basketball/events/nba-finals.html;NBA Finals;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/basketball/events/nba-finals.html;NBA Finals;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/basketball/events/nba-finals.html;NBA Finals;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/basketball/events/nba-finals.html;NBA Finals;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/basketball/events/nba-finals.html;NBA Finals;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/basketball/events/nba-finals.html;NBA Finals;Who is participating?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/cricket-world-cup.html;Cricket World Cup;How often is it held?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/cricket-world-cup.html;Cricket World Cup;What happened / what is new?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/cricket-world-cup.html;Cricket World Cup;What is the format?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/cricket-world-cup.html;Cricket World Cup;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/cricket-world-cup.html;Cricket World Cup;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/icc-t20-world-cup.html;ICC T20 World Cup;How often is it held?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/icc-t20-world-cup.html;ICC T20 World Cup;What happened / what is new?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/icc-t20-world-cup.html;ICC T20 World Cup;What is the format?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/icc-t20-world-cup.html;ICC T20 World Cup;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/icc-t20-world-cup.html;ICC T20 World Cup;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/indian-premier-league-final.html;Indian Premier League Final;Can I watch on TV or streaming?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/indian-premier-league-final.html;Indian Premier League Final;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/indian-premier-league-final.html;Indian Premier League Final;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/indian-premier-league-final.html;Indian Premier League Final;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/indian-premier-league-final.html;Indian Premier League Final;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cricket/events/indian-premier-league-final.html;Indian Premier League Final;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cycling/events/tour-de-france.html;Tour de France;Can I watch on TV or streaming?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cycling/events/tour-de-france.html;Tour de France;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cycling/events/tour-de-france.html;Tour de France;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cycling/events/tour-de-france.html;Tour de France;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cycling/events/tour-de-france.html;Tour de France;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/cycling/events/tour-de-france.html;Tour de France;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/afc-asian-cup.html;AFC Asian Cup;How often is it held?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/afc-asian-cup.html;AFC Asian Cup;What happened / what is new?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/afc-asian-cup.html;AFC Asian Cup;What is the format?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/afc-asian-cup.html;AFC Asian Cup;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/afc-asian-cup.html;AFC Asian Cup;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/africa-cup-of-nations.html;Africa Cup of Nations;Can I watch on TV or streaming?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/africa-cup-of-nations.html;Africa Cup of Nations;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/africa-cup-of-nations.html;Africa Cup of Nations;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/africa-cup-of-nations.html;Africa Cup of Nations;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/africa-cup-of-nations.html;Africa Cup of Nations;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/africa-cup-of-nations.html;Africa Cup of Nations;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/champions-league-final.html;Champions League Final;Can I watch on TV or streaming?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/champions-league-final.html;Champions League Final;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/champions-league-final.html;Champions League Final;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/champions-league-final.html;Champions League Final;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/champions-league-final.html;Champions League Final;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/champions-league-final.html;Champions League Final;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/copa-america.html;Copa America;How often is it held?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/copa-america.html;Copa America;What happened / what is new?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/copa-america.html;Copa America;What is the format?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/copa-america.html;Copa America;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/copa-america.html;Copa America;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/copa-libertadores-final.html;Copa Libertadores Final;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/copa-libertadores-final.html;Copa Libertadores Final;How do I get there?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/copa-libertadores-final.html;Copa Libertadores Final;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/copa-libertadores-final.html;Copa Libertadores Final;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/copa-libertadores-final.html;Copa Libertadores Final;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/copa-libertadores-final.html;Copa Libertadores Final;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-womens-world-cup.html;FIFA Women’s World Cup;How often is it held?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-womens-world-cup.html;FIFA Women’s World Cup;What happened / what is new?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-womens-world-cup.html;FIFA Women’s World Cup;What is the format?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-womens-world-cup.html;FIFA Women’s World Cup;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-womens-world-cup.html;FIFA Women’s World Cup;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-world-cup.html;FIFA World Cup;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-world-cup.html;FIFA World Cup;How do I get there?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-world-cup.html;FIFA World Cup;What does it cost?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-world-cup.html;FIFA World Cup;What is new?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-world-cup.html;FIFA World Cup;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-world-cup.html;FIFA World Cup;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-world-cup.html;FIFA World Cup;Where should I stay?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/fifa-world-cup.html;FIFA World Cup;Who is participating?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/uefa-european-championship.html;UEFA European Championship;How often is it held?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/uefa-european-championship.html;UEFA European Championship;What happened / what is new?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/uefa-european-championship.html;UEFA European Championship;What is the format?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/uefa-european-championship.html;UEFA European Championship;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/football/events/uefa-european-championship.html;UEFA European Championship;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/abu-dhabi-grand-prix.html;Abu Dhabi Grand Prix;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/abu-dhabi-grand-prix.html;Abu Dhabi Grand Prix;How do I get there?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/abu-dhabi-grand-prix.html;Abu Dhabi Grand Prix;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/abu-dhabi-grand-prix.html;Abu Dhabi Grand Prix;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/abu-dhabi-grand-prix.html;Abu Dhabi Grand Prix;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/abu-dhabi-grand-prix.html;Abu Dhabi Grand Prix;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/british-grand-prix.html;British Grand Prix;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/british-grand-prix.html;British Grand Prix;How do I get there?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/british-grand-prix.html;British Grand Prix;What happened last edition?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/british-grand-prix.html;British Grand Prix;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/british-grand-prix.html;British Grand Prix;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/british-grand-prix.html;British Grand Prix;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/canadian-grand-prix.html;Canadian Grand Prix;What changed after the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/canadian-grand-prix.html;Canadian Grand Prix;What happened in the race?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/canadian-grand-prix.html;Canadian Grand Prix;What happened in the Sprint?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/canadian-grand-prix.html;Canadian Grand Prix;Where was it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/canadian-grand-prix.html;Canadian Grand Prix;Who was on the podium?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/las-vegas-grand-prix.html;Las Vegas Grand Prix;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/las-vegas-grand-prix.html;Las Vegas Grand Prix;How do I get there?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/las-vegas-grand-prix.html;Las Vegas Grand Prix;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/las-vegas-grand-prix.html;Las Vegas Grand Prix;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/las-vegas-grand-prix.html;Las Vegas Grand Prix;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/las-vegas-grand-prix.html;Las Vegas Grand Prix;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/mexico-city-grand-prix.html;Mexico City Grand Prix;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/mexico-city-grand-prix.html;Mexico City Grand Prix;How do I get there?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/mexico-city-grand-prix.html;Mexico City Grand Prix;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/mexico-city-grand-prix.html;Mexico City Grand Prix;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/mexico-city-grand-prix.html;Mexico City Grand Prix;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/mexico-city-grand-prix.html;Mexico City Grand Prix;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/monaco-grand-prix.html;Monaco Grand Prix;Can I watch on TV or streaming?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/monaco-grand-prix.html;Monaco Grand Prix;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/monaco-grand-prix.html;Monaco Grand Prix;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/monaco-grand-prix.html;Monaco Grand Prix;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/monaco-grand-prix.html;Monaco Grand Prix;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/monaco-grand-prix.html;Monaco Grand Prix;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/qatar-grand-prix.html;Qatar Grand Prix;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/qatar-grand-prix.html;Qatar Grand Prix;How do I get there?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/qatar-grand-prix.html;Qatar Grand Prix;What is new this year?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/qatar-grand-prix.html;Qatar Grand Prix;What is the schedule?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/qatar-grand-prix.html;Qatar Grand Prix;When is the event?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/qatar-grand-prix.html;Qatar Grand Prix;Where is it held?;;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
/en/content/categories/sport/formula-1/events/sao-paulo-grand-prix.html;São Paulo Grand Prix;How do I buy tickets?;Remove;http://localhost:4180/en/content/categories/sport/ice-hockey/events/iihf-world-championship.html
